Library,month,visits
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-04,429
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-05,524
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-06,524
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-07,524
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-08,576
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-09,576
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-10,576
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-11,485
http://datadock.io/kal/data/id/resource/library/Dinnington,2009-12,485
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-01,485
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-02,420
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-03,420
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-04,420
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-05,529
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-06,529
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-07,529
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-08,646
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-09,646
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-10,646
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-11,524
http://datadock.io/kal/data/id/resource/library/Dinnington,2010-12,524
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-01,524
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-02,550
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-03,550
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-04,550
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-05,1161
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-06,1161
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-07,1161
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-08,516
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-09,516
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-10,516
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-11,381
http://datadock.io/kal/data/id/resource/library/Dinnington,2011-12,381
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-01,381
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-02,533
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-03,533
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-04,533
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-05,477
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-06,477
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-07,477
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-08,616
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-09,616
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-10,616
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-11,1040
http://datadock.io/kal/data/id/resource/library/Dinnington,2012-12,1040
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-01,1040
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-02,416
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-03,416
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-04,416
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-05,290
http://datadock.io/kal/data/id/resource/library/Dinnington,2013-06,290
http://datadock.io/kal/data/id/resource/library/East End,2008-04,26758
http://datadock.io/kal/data/id/resource/library/East End,2008-05,25515
http://datadock.io/kal/data/id/resource/library/East End,2008-06,25515
http://datadock.io/kal/data/id/resource/library/East End,2008-07,23496
http://datadock.io/kal/data/id/resource/library/East End,2008-08,29279
http://datadock.io/kal/data/id/resource/library/East End,2008-09,28880
http://datadock.io/kal/data/id/resource/library/East End,2008-10,26005
http://datadock.io/kal/data/id/resource/library/East End,2008-11,23669
http://datadock.io/kal/data/id/resource/library/East End,2008-12,23669
http://datadock.io/kal/data/id/resource/library/East End,2009-01,23669
http://datadock.io/kal/data/id/resource/library/East End,2009-02,26838
http://datadock.io/kal/data/id/resource/library/East End,2009-03,26328
http://datadock.io/kal/data/id/resource/library/East End,2009-04,19596
http://datadock.io/kal/data/id/resource/library/East End,2009-05,26960
http://datadock.io/kal/data/id/resource/library/East End,2009-06,17894
http://datadock.io/kal/data/id/resource/library/East End,2009-07,26262
http://datadock.io/kal/data/id/resource/library/East End,2009-08,22831
http://datadock.io/kal/data/id/resource/library/East End,2009-09,22831
http://datadock.io/kal/data/id/resource/library/East End,2009-10,22831
http://datadock.io/kal/data/id/resource/library/East End,2009-11,19726
http://datadock.io/kal/data/id/resource/library/East End,2009-12,14125
http://datadock.io/kal/data/id/resource/library/East End,2010-01,17529
http://datadock.io/kal/data/id/resource/library/East End,2010-02,18748
http://datadock.io/kal/data/id/resource/library/East End,2010-03,18748
http://datadock.io/kal/data/id/resource/library/East End,2010-04,18748
http://datadock.io/kal/data/id/resource/library/East End,2010-05,19543
http://datadock.io/kal/data/id/resource/library/East End,2010-06,17202
http://datadock.io/kal/data/id/resource/library/East End,2010-07,21637
http://datadock.io/kal/data/id/resource/library/East End,2010-08,21552
http://datadock.io/kal/data/id/resource/library/East End,2010-09,24465
http://datadock.io/kal/data/id/resource/library/East End,2010-10,16406
http://datadock.io/kal/data/id/resource/library/East End,2010-11,17924
http://datadock.io/kal/data/id/resource/library/East End,2010-12,12473
http://datadock.io/kal/data/id/resource/library/East End,2011-01,15822
http://datadock.io/kal/data/id/resource/library/East End,2011-02,18300
http://datadock.io/kal/data/id/resource/library/East End,2011-03,19552
http://datadock.io/kal/data/id/resource/library/East End,2011-04,12919
http://datadock.io/kal/data/id/resource/library/East End,2011-05,16494
http://datadock.io/kal/data/id/resource/library/East End,2011-06,18475
http://datadock.io/kal/data/id/resource/library/East End,2011-07,19383
http://datadock.io/kal/data/id/resource/library/East End,2011-08,17767
http://datadock.io/kal/data/id/resource/library/East End,2011-09,17624
http://datadock.io/kal/data/id/resource/library/East End,2011-10,16311
http://datadock.io/kal/data/id/resource/library/East End,2011-11,18652
http://datadock.io/kal/data/id/resource/library/East End,2011-12,13129
http://datadock.io/kal/data/id/resource/library/East End,2012-01,18863
http://datadock.io/kal/data/id/resource/library/East End,2012-02,19201
http://datadock.io/kal/data/id/resource/library/East End,2012-03,18910
http://datadock.io/kal/data/id/resource/library/East End,2012-04,16605
http://datadock.io/kal/data/id/resource/library/East End,2012-05,18301
http://datadock.io/kal/data/id/resource/library/East End,2012-06,17991
http://datadock.io/kal/data/id/resource/library/East End,2012-07,20699
http://datadock.io/kal/data/id/resource/library/East End,2012-08,21095
http://datadock.io/kal/data/id/resource/library/East End,2012-09,17398
http://datadock.io/kal/data/id/resource/library/East End,2012-10,20095
http://datadock.io/kal/data/id/resource/library/East End,2012-11,19047
http://datadock.io/kal/data/id/resource/library/East End,2012-12,13669
http://datadock.io/kal/data/id/resource/library/East End,2013-01,17283
http://datadock.io/kal/data/id/resource/library/East End,2013-02,17822
http://datadock.io/kal/data/id/resource/library/East End,2013-03,17620
http://datadock.io/kal/data/id/resource/library/East End,2013-04,16415
http://datadock.io/kal/data/id/resource/library/East End,2013-05,13788
http://datadock.io/kal/data/id/resource/library/East End,2013-06,14022
http://datadock.io/kal/data/id/resource/library/East End,2013-07,18033
http://datadock.io/kal/data/id/resource/library/East End,2013-08,18194
http://datadock.io/kal/data/id/resource/library/East End,2013-09,16213
http://datadock.io/kal/data/id/resource/library/East End,2013-10,20443
http://datadock.io/kal/data/id/resource/library/East End,2013-11,16947
http://datadock.io/kal/data/id/resource/library/East End,2013-12,11206
http://datadock.io/kal/data/id/resource/library/East End,2014-01,21872
http://datadock.io/kal/data/id/resource/library/East End,2014-02,15740
http://datadock.io/kal/data/id/resource/library/East End,2014-03,17517
http://datadock.io/kal/data/id/resource/library/East End,2014-04,15063
http://datadock.io/kal/data/id/resource/library/East End,2014-05,16631
http://datadock.io/kal/data/id/resource/library/East End,2014-06,17854
http://datadock.io/kal/data/id/resource/library/East End,2014-07,19719
http://datadock.io/kal/data/id/resource/library/East End,2014-08,25957
http://datadock.io/kal/data/id/resource/library/East End,2014-09,22475
http://datadock.io/kal/data/id/resource/library/East End,2014-10,22424
http://datadock.io/kal/data/id/resource/library/East End,2014-11,19176
http://datadock.io/kal/data/id/resource/library/East End,2014-12,15143
http://datadock.io/kal/data/id/resource/library/East End,2015-01,19065
http://datadock.io/kal/data/id/resource/library/East End,2015-02,18088
http://datadock.io/kal/data/id/resource/library/East End,2015-03,18919
http://datadock.io/kal/data/id/resource/library/East End,2015-04,17739
http://datadock.io/kal/data/id/resource/library/East End,2015-05,18229
http://datadock.io/kal/data/id/resource/library/East End,2015-06,17944
http://datadock.io/kal/data/id/resource/library/East End,2015-07,19040
http://datadock.io/kal/data/id/resource/library/East End,2015-08,20418
http://datadock.io/kal/data/id/resource/library/East End,2015-09,20301
http://datadock.io/kal/data/id/resource/library/East End,2015-10,21811
http://datadock.io/kal/data/id/resource/library/East End,2015-11,19707
http://datadock.io/kal/data/id/resource/library/East End,2015-12,14739
http://datadock.io/kal/data/id/resource/library/East End,2016-01,17724
http://datadock.io/kal/data/id/resource/library/East End,2016-02,19531
http://datadock.io/kal/data/id/resource/library/East End,2016-03,19749
http://datadock.io/kal/data/id/resource/library/East End,2016-04,21154
http://datadock.io/kal/data/id/resource/library/East End,2016-05,3866
http://datadock.io/kal/data/id/resource/library/East End,2016-07,2221
http://datadock.io/kal/data/id/resource/library/East End,2016-08,3419
http://datadock.io/kal/data/id/resource/library/East End,2016-09,3419
http://datadock.io/kal/data/id/resource/library/East End,2016-10,3419
http://datadock.io/kal/data/id/resource/library/East End,2016-11,2422
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-04,1005
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-05,1127
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-06,1127
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-07,1127
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-08,1465
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-09,1465
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-10,1465
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-11,1465
http://datadock.io/kal/data/id/resource/library/Fawdon,2008-12,2506
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-01,1806
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-02,2219
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-03,1852
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-04,1990
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-05,2318
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-06,2006
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-07,2700
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-08,2617
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-09,2142
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-10,2595
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-11,2622
http://datadock.io/kal/data/id/resource/library/Fawdon,2009-12,2271
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-01,2113
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-02,2643
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-03,2550
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-04,2140
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-05,1910
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-06,2468
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-07,2907
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-08,3625
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-09,2132
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-10,2449
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-11,2221
http://datadock.io/kal/data/id/resource/library/Fawdon,2010-12,1815
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-01,2541
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-02,2345
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-03,2610
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-04,1947
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-05,2294
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-06,2373
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-07,2080
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-08,2202
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-09,1331
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-10,1288
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-11,1411
http://datadock.io/kal/data/id/resource/library/Fawdon,2011-12,1258
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-01,1247
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-02,1541
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-03,1396
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-04,1326
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-05,1256
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-06,1128
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-07,1333
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-08,1244
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-09,1278
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-10,1624
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-11,1571
http://datadock.io/kal/data/id/resource/library/Fawdon,2012-12,908
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-01,1403
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-02,1223
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-03,1079
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-04,969
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-05,1341
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-06,1114
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-07,997
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-08,1356
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-09,1131
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-10,1045
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-11,798
http://datadock.io/kal/data/id/resource/library/Fawdon,2013-12,581
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-01,742
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-02,769
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-03,919
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-04,702
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-05,638
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-06,678
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-07,603
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-08,520
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-09,593
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-10,578
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-11,620
http://datadock.io/kal/data/id/resource/library/Fawdon,2014-12,393
http://datadock.io/kal/data/id/resource/library/Fawdon,2015-01,556
http://datadock.io/kal/data/id/resource/library/Fawdon,2015-02,666
http://datadock.io/kal/data/id/resource/library/Fawdon,2015-03,583
http://datadock.io/kal/data/id/resource/library/Fenham,2008-04,12831
http://datadock.io/kal/data/id/resource/library/Fenham,2008-05,4338
http://datadock.io/kal/data/id/resource/library/Fenham,2008-06,4338
http://datadock.io/kal/data/id/resource/library/Fenham,2008-07,4338
http://datadock.io/kal/data/id/resource/library/Fenham,2008-08,3887
http://datadock.io/kal/data/id/resource/library/Fenham,2008-09,3887
http://datadock.io/kal/data/id/resource/library/Fenham,2008-10,3887
http://datadock.io/kal/data/id/resource/library/Fenham,2008-11,6192
http://datadock.io/kal/data/id/resource/library/Fenham,2008-12,6192
http://datadock.io/kal/data/id/resource/library/Fenham,2009-01,6192
http://datadock.io/kal/data/id/resource/library/Fenham,2009-02,5352
http://datadock.io/kal/data/id/resource/library/Fenham,2009-03,5352
http://datadock.io/kal/data/id/resource/library/Fenham,2009-04,5352
http://datadock.io/kal/data/id/resource/library/Fenham,2009-05,4845
http://datadock.io/kal/data/id/resource/library/Fenham,2009-06,4845
http://datadock.io/kal/data/id/resource/library/Fenham,2009-07,4845
http://datadock.io/kal/data/id/resource/library/Fenham,2009-08,4216
http://datadock.io/kal/data/id/resource/library/Fenham,2009-09,4216
http://datadock.io/kal/data/id/resource/library/Fenham,2009-10,4216
http://datadock.io/kal/data/id/resource/library/Fenham,2009-11,3441
http://datadock.io/kal/data/id/resource/library/Fenham,2009-12,3441
http://datadock.io/kal/data/id/resource/library/Fenham,2010-01,3441
http://datadock.io/kal/data/id/resource/library/Fenham,2010-02,5638
http://datadock.io/kal/data/id/resource/library/Fenham,2010-03,5638
http://datadock.io/kal/data/id/resource/library/Fenham,2010-04,5638
http://datadock.io/kal/data/id/resource/library/Fenham,2010-05,4914
http://datadock.io/kal/data/id/resource/library/Fenham,2010-06,4914
http://datadock.io/kal/data/id/resource/library/Fenham,2010-07,6715
http://datadock.io/kal/data/id/resource/library/Fenham,2010-08,6513
http://datadock.io/kal/data/id/resource/library/Fenham,2010-09,6463
http://datadock.io/kal/data/id/resource/library/Fenham,2010-10,6493
http://datadock.io/kal/data/id/resource/library/Fenham,2010-11,5655
http://datadock.io/kal/data/id/resource/library/Fenham,2010-12,0
http://datadock.io/kal/data/id/resource/library/Fenham,2011-01,0
http://datadock.io/kal/data/id/resource/library/Fenham,2011-02,0
http://datadock.io/kal/data/id/resource/library/Fenham,2011-03,3956
http://datadock.io/kal/data/id/resource/library/Fenham,2011-04,4031
http://datadock.io/kal/data/id/resource/library/Fenham,2011-05,4576
http://datadock.io/kal/data/id/resource/library/Fenham,2011-06,4719
http://datadock.io/kal/data/id/resource/library/Fenham,2011-07,4839
http://datadock.io/kal/data/id/resource/library/Fenham,2011-08,5135
http://datadock.io/kal/data/id/resource/library/Fenham,2011-09,5196
http://datadock.io/kal/data/id/resource/library/Fenham,2011-10,4966
http://datadock.io/kal/data/id/resource/library/Fenham,2011-11,5202
http://datadock.io/kal/data/id/resource/library/Fenham,2011-12,3410
http://datadock.io/kal/data/id/resource/library/Fenham,2012-01,4602
http://datadock.io/kal/data/id/resource/library/Fenham,2012-02,4345
http://datadock.io/kal/data/id/resource/library/Fenham,2012-03,3607
http://datadock.io/kal/data/id/resource/library/Fenham,2012-04,3433
http://datadock.io/kal/data/id/resource/library/Fenham,2012-05,4942
http://datadock.io/kal/data/id/resource/library/Fenham,2012-06,3780
http://datadock.io/kal/data/id/resource/library/Fenham,2012-07,4593
http://datadock.io/kal/data/id/resource/library/Fenham,2012-08,4403
http://datadock.io/kal/data/id/resource/library/Fenham,2012-09,3727
http://datadock.io/kal/data/id/resource/library/Fenham,2012-10,4055
http://datadock.io/kal/data/id/resource/library/Fenham,2012-11,4155
http://datadock.io/kal/data/id/resource/library/Fenham,2012-12,2684
http://datadock.io/kal/data/id/resource/library/Fenham,2013-01,4289
http://datadock.io/kal/data/id/resource/library/Fenham,2013-02,3719
http://datadock.io/kal/data/id/resource/library/Fenham,2013-03,3666
http://datadock.io/kal/data/id/resource/library/Fenham,2013-04,3914
http://datadock.io/kal/data/id/resource/library/Fenham,2013-05,3711
http://datadock.io/kal/data/id/resource/library/Fenham,2013-06,3745
http://datadock.io/kal/data/id/resource/library/Fenham,2013-07,4099
http://datadock.io/kal/data/id/resource/library/Fenham,2013-08,4107
http://datadock.io/kal/data/id/resource/library/Fenham,2013-09,3997
http://datadock.io/kal/data/id/resource/library/Fenham,2014-03,4860
http://datadock.io/kal/data/id/resource/library/Fenham,2014-04,3720
http://datadock.io/kal/data/id/resource/library/Fenham,2014-05,3787
http://datadock.io/kal/data/id/resource/library/Fenham,2014-06,4222
http://datadock.io/kal/data/id/resource/library/Fenham,2014-07,2856
http://datadock.io/kal/data/id/resource/library/Fenham,2014-08,3288
http://datadock.io/kal/data/id/resource/library/Fenham,2014-09,3035
http://datadock.io/kal/data/id/resource/library/Fenham,2014-10,3156
http://datadock.io/kal/data/id/resource/library/Fenham,2014-11,2723
http://datadock.io/kal/data/id/resource/library/Fenham,2014-12,1756
http://datadock.io/kal/data/id/resource/library/Fenham,2015-01,2403
http://datadock.io/kal/data/id/resource/library/Fenham,2015-02,2197
http://datadock.io/kal/data/id/resource/library/Fenham,2015-03,2395
http://datadock.io/kal/data/id/resource/library/Fenham,2015-04,2117
http://datadock.io/kal/data/id/resource/library/Fenham,2015-05,1478
http://datadock.io/kal/data/id/resource/library/Fenham,2015-06,2223
http://datadock.io/kal/data/id/resource/library/Fenham,2015-07,2093
http://datadock.io/kal/data/id/resource/library/Fenham,2015-08,2337
http://datadock.io/kal/data/id/resource/library/Fenham,2015-09,2325
http://datadock.io/kal/data/id/resource/library/Fenham,2015-10,2417
http://datadock.io/kal/data/id/resource/library/Fenham,2015-11,2007
http://datadock.io/kal/data/id/resource/library/Fenham,2015-12,1224
http://datadock.io/kal/data/id/resource/library/Fenham,2016-01,1812
http://datadock.io/kal/data/id/resource/library/Fenham,2016-02,1802
http://datadock.io/kal/data/id/resource/library/Fenham,2016-03,1696
http://datadock.io/kal/data/id/resource/library/Fenham,2016-04,1674
http://datadock.io/kal/data/id/resource/library/Fenham,2016-05,1118
http://datadock.io/kal/data/id/resource/library/Fenham,2016-06,1118
http://datadock.io/kal/data/id/resource/library/Fenham,2016-07,1476
http://datadock.io/kal/data/id/resource/library/Fenham,2016-08,1212
http://datadock.io/kal/data/id/resource/library/Fenham,2016-09,1422
http://datadock.io/kal/data/id/resource/library/Fenham,2016-10,1353
http://datadock.io/kal/data/id/resource/library/Fenham,2016-11,1276
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-04,24540
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-05,22024
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-06,21491
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-07,22084
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-08,24263
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-09,23564
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-10,24827
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-11,19838
http://datadock.io/kal/data/id/resource/library/Gosforth,2008-12,17525
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-01,23480
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-02,20787
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-03,21917
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-04,20620
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-05,20440
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-06,21056
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-07,20941
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-08,19776
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-09,18309
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-10,16367
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-11,20386
http://datadock.io/kal/data/id/resource/library/Gosforth,2009-12,15421
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-01,18420
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-02,19147
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-03,20652
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-04,18927
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-05,22905
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-06,21256
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-07,21141
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-08,20550
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-09,19595
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-10,19005
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-11,18303
http://datadock.io/kal/data/id/resource/library/Gosforth,2010-12,12951
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-01,15268
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-02,18084
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-03,19605
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-04,15711
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-05,18056
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-06,16728
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-07,17490
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-08,17471
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-09,18809
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-10,18426
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-11,17856
http://datadock.io/kal/data/id/resource/library/Gosforth,2011-12,15392
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-01,18290
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-02,16973
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-03,18065
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-04,15468
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-05,17661
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-06,15162
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-07,16508
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-08,15325
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-09,16030
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-10,18213
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-11,18808
http://datadock.io/kal/data/id/resource/library/Gosforth,2012-12,13141
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-01,15911
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-02,15044
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-03,16729
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-04,15447
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-05,13468
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-06,11818
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-07,12542
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-08,12439
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-09,12668
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-10,13769
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-11,16070
http://datadock.io/kal/data/id/resource/library/Gosforth,2013-12,11012
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-01,16228
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-02,13953
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-03,13953
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-04,13953
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-05,10998
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-06,10998
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-07,10998
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-08,11860
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-09,11860
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-10,11860
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-11,13065
http://datadock.io/kal/data/id/resource/library/Gosforth,2014-12,13065
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-01,13065
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-02,11501
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-03,11501
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-04,11501
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-05,12021
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-06,12021
http://datadock.io/kal/data/id/resource/library/Gosforth,2015-07,12021
